,0,1,2
81,3.0,74789.0,0.0
82,3.0,76077.0,0.0
83,3.0,86332.0,0.0
84,3.0,91974.0,0.0
85,3.0,103253.0,0.0
86,3.0,106002.0,0.0
87,3.0,107406.0,0.0
88,3.0,111113.0,0.0
89,3.0,116823.0,0.0
90,3.0,129354.0,0.0
91,3.0,136469.0,0.0
92,3.0,136864.0,0.0
93,3.0,179819.0,0.0
94,4.0,260.0,0.0
95,4.0,541.0,0.0
96,4.0,1036.0,0.0
97,4.0,1288.0,0.0
98,4.0,2019.0,0.0
99,4.0,2571.0,0.0
100,4.0,4816.0,0.0
101,4.0,6377.0,0.0
102,4.0,8961.0,0.0
103,4.0,46948.0,0.0
104,4.0,63859.0,0.0
105,4.0,68954.0,0.0
106,4.0,70286.0,0.0
107,4.0,77561.0,0.0
108,4.0,87306.0,0.0
109,4.0,89745.0,0.0
110,4.0,93840.0,0.0
111,4.0,97304.0,0.0
112,4.0,102125.0,0.0
113,4.0,102445.0,0.0
114,4.0,103253.0,0.0
115,4.0,109487.0,0.0
116,4.0,110102.0,0.0
117,4.0,111759.0,0.0
118,4.0,115122.0,0.0
119,4.0,115713.0,0.0
120,4.0,122912.0,0.0
121,4.0,152081.0,0.0
122,4.0,187541.0,0.0
123,5.0,39.0,0.0
124,5.0,150.0,0.0
125,5.0,267.0,0.0
126,5.0,312.0,0.0
127,5.0,337.0,0.0
128,5.0,356.0,0.0
129,5.0,595.0,0.0
130,5.0,608.0,0.0
131,5.0,802.0,0.0
132,5.0,1016.0,0.0
133,5.0,1120.0,0.0
134,5.0,1197.0,0.0
135,5.0,1210.0,0.0
136,5.0,1270.0,0.0
137,5.0,1407.0,0.0
138,6.0,608.0,0.0
139,6.0,902.0,0.0
140,6.0,1203.0,0.0
141,6.0,1951.0,0.0
142,7.0,410.0,0.0
143,8.0,6.0,0.0
144,8.0,16.0,0.0
145,8.0,27.0,0.0
146,8.0,47.0,0.0
147,8.0,69.0,0.0
148,8.0,145.0,0.0
149,8.0,318.0,0.0
150,8.0,511.0,0.0
151,8.0,553.0,0.0
152,8.0,589.0,0.0
153,8.0,750.0,0.0
154,8.0,1101.0,0.0
155,8.0,1259.0,0.0
156,8.0,1358.0,0.0
157,8.0,1614.0,0.0
158,8.0,1625.0,0.0
159,9.0,10.0,0.0
160,9.0,317.0,0.0
161,9.0,362.0,0.0
162,9.0,366.0,0.0
163,9.0,455.0,0.0
164,9.0,519.0,0.0
165,9.0,520.0,0.0
166,9.0,924.0,0.0
167,9.0,943.0,0.0
168,9.0,1008.0,0.0
169,9.0,1018.0,0.0
170,9.0,1031.0,0.0
171,9.0,1101.0,0.0
172,9.0,1124.0,0.0
173,9.0,1125.0,0.0
174,9.0,1322.0,0.0
175,9.0,1326.0,0.0
176,9.0,1343.0,0.0
177,9.0,1370.0,0.0
178,9.0,1372.0,0.0
179,9.0,1376.0,0.0
180,9.0,1389.0,0.0
181,10.0,1347.0,0.0
182,10.0,1962.0,0.0
183,10.0,2915.0,0.0
184,11.0,3146.0,0.0
185,12.0,1.0,0.0
186,12.0,10.0,0.0
187,12.0,62.0,0.0
188,12.0,175.0,0.0
189,12.0,236.0,0.0
190,12.0,252.0,0.0
191,12.0,337.0,0.0
192,12.0,471.0,0.0
193,12.0,562.0,0.0
194,12.0,593.0,0.0
195,12.0,765.0,0.0
196,12.0,858.0,0.0
197,12.0,1060.0,0.0
198,12.0,1091.0,0.0
199,12.0,1135.0,0.0
200,12.0,1223.0,0.0
201,12.0,1231.0,0.0
202,12.0,1271.0,0.0
203,12.0,1285.0,0.0
204,12.0,1440.0,0.0
205,12.0,1461.0,0.0
206,12.0,1515.0,0.0
207,12.0,1517.0,0.0
208,12.0,1643.0,0.0
209,12.0,1665.0,0.0
210,12.0,1693.0,0.0
211,12.0,1704.0,0.0
212,12.0,2000.0,0.0
213,12.0,2133.0,0.0
214,12.0,2174.0,0.0
215,12.0,2321.0,0.0
216,12.0,2356.0,0.0
217,12.0,2374.0,0.0
218,12.0,2381.0,0.0
219,12.0,2396.0,0.0
220,12.0,2460.0,0.0
221,12.0,2478.0,0.0
222,12.0,2628.0,0.0
223,12.0,2927.0,0.0
224,12.0,3060.0,0.0
225,12.0,3387.0,0.0
226,12.0,3448.0,0.0
227,12.0,3451.0,0.0
228,12.0,3481.0,0.0
229,12.0,3527.0,0.0
230,12.0,3633.0,0.0
231,12.0,4559.0,0.0
232,12.0,5034.0,0.0
233,12.0,5171.0,0.0
234,12.0,5380.0,0.0
235,12.0,5459.0,0.0
236,12.0,5541.0,0.0
237,12.0,5876.0,0.0
238,12.0,6711.0,0.0
239,12.0,6867.0,0.0
240,12.0,6942.0,0.0
241,12.0,6979.0,0.0
242,12.0,8464.0,0.0
243,12.0,8949.0,0.0
244,12.0,32943.0,0.0
245,12.0,41712.0,0.0
246,12.0,42018.0,0.0
247,12.0,49961.0,0.0
248,12.0,51255.0,0.0
249,12.0,54001.0,0.0
250,12.0,57669.0,0.0
251,12.0,68237.0,0.0
252,13.0,150.0,0.0
253,13.0,356.0,0.0
254,13.0,367.0,0.0
255,13.0,432.0,0.0
256,13.0,592.0,0.0
257,13.0,595.0,0.0
258,13.0,1097.0,0.0
259,13.0,1359.0,0.0
260,13.0,1527.0,0.0
261,13.0,1580.0,0.0
262,13.0,1704.0,0.0
263,13.0,1748.0,0.0
264,13.0,2232.0,0.0
265,13.0,2571.0,0.0
266,13.0,2710.0,0.0
267,13.0,2858.0,0.0
268,13.0,3033.0,0.0
269,13.0,3100.0,0.0
270,13.0,3175.0,0.0
271,13.0,3916.0,0.0
272,13.0,4306.0,0.0
273,13.0,4816.0,0.0
274,13.0,5989.0,0.0
275,13.0,6664.0,0.0
276,13.0,7373.0,0.0
277,13.0,7438.0,0.0
278,13.0,8371.0,0.0
279,13.0,8641.0,0.0
280,13.0,8914.0,0.0
281,13.0,8984.0,0.0
282,13.0,27904.0,0.0
283,13.0,31878.0,0.0
284,13.0,42718.0,0.0
285,13.0,44195.0,0.0
286,13.0,49272.0,0.0
287,13.0,51662.0,0.0
288,13.0,59126.0,0.0
289,13.0,60647.0,0.0
290,13.0,63113.0,0.0
291,13.0,63131.0,0.0
292,13.0,65514.0,0.0
293,13.0,68358.0,0.0
294,13.0,73321.0,0.0
295,13.0,74851.0,0.0
296,13.0,76175.0,0.0
297,13.0,78469.0,0.0
298,13.0,78893.0,0.0
299,13.0,81834.0,0.0
300,13.0,87869.0,0.0
301,14.0,527.0,0.0
302,14.0,2959.0,0.0
303,14.0,8874.0,0.0
304,15.0,110.0,0.0
305,15.0,296.0,0.0
306,15.0,1103.0,0.0
307,15.0,1610.0,0.0
308,15.0,2700.0,0.0
309,15.0,2916.0,0.0
310,15.0,3108.0,0.0
311,16.0,1240.0,0.0
312,16.0,1704.0,0.0
313,16.0,5971.0,0.0
314,16.0,5995.0,0.0
315,16.0,6016.0,0.0
316,17.0,36086.0,0.0
317,17.0,59315.0,0.0
318,17.0,78105.0,0.0
319,17.0,88140.0,0.0
320,17.0,164179.0,0.0
321,18.0,5.0,0.0
322,18.0,47.0,0.0
323,18.0,141.0,0.0
324,18.0,266.0,0.0
325,18.0,329.0,0.0
326,18.0,364.0,0.0
327,18.0,1127.0,0.0
328,18.0,1240.0,0.0
329,18.0,1270.0,0.0
330,18.0,1704.0,0.0
331,18.0,4270.0,0.0
332,18.0,5445.0,0.0
333,19.0,783.0,0.0
334,19.0,1208.0,0.0
335,19.0,1690.0,0.0
336,19.0,3000.0,0.0
337,19.0,3483.0,0.0
338,19.0,3615.0,0.0
339,19.0,4306.0,0.0
340,19.0,5839.0,0.0
341,19.0,6333.0,0.0
342,19.0,6365.0,0.0
343,19.0,7147.0,0.0
344,19.0,8874.0,0.0
345,19.0,8957.0,0.0
346,19.0,26662.0,0.0
347,19.0,30803.0,0.0
348,19.0,31437.0,0.0
349,19.0,32657.0,0.0
350,19.0,33493.0,0.0
351,19.0,35836.0,0.0
352,19.0,47629.0,0.0
353,19.0,58174.0,0.0
354,19.0,59315.0,0.0
355,19.0,64993.0,0.0
356,19.0,71438.0,0.0
357,19.0,76251.0,0.0
358,19.0,81018.0,0.0
359,19.0,81845.0,0.0
360,19.0,86973.0,0.0
361,19.0,90474.0,0.0
362,19.0,91542.0,0.0
363,19.0,97401.0,0.0
364,19.0,98607.0,0.0
365,19.0,103341.0,0.0
366,19.0,109241.0,0.0
367,19.0,117438.0,0.0
368,19.0,140809.0,0.0
369,19.0,140811.0,0.0
370,19.0,148466.0,0.0
371,20.0,2.0,0.0
372,20.0,260.0,0.0
373,20.0,318.0,0.0
374,20.0,356.0,0.0
375,20.0,1036.0,0.0
376,20.0,1372.0,0.0
377,20.0,2804.0,0.0
378,20.0,3176.0,0.0
379,20.0,3753.0,0.0
380,20.0,3873.0,0.0
381,20.0,6539.0,0.0
382,20.0,6664.0,0.0
383,21.0,1210.0,0.0
384,21.0,4874.0,0.0
385,21.0,5418.0,0.0
386,21.0,6936.0,0.0
387,21.0,7090.0,0.0
388,21.0,7099.0,0.0
389,21.0,48516.0,0.0
390,21.0,54286.0,0.0
391,21.0,59615.0,0.0
392,21.0,65514.0,0.0
393,21.0,68358.0,0.0
394,21.0,81834.0,0.0
395,22.0,208.0,0.0
396,22.0,292.0,0.0
397,23.0,349.0,0.0
398,23.0,466.0,0.0
399,23.0,647.0,0.0
400,23.0,858.0,0.0
401,23.0,1132.0,0.0
402,23.0,1186.0,0.0
403,23.0,1266.0,0.0
404,23.0,1270.0,0.0
405,23.0,1307.0,0.0
406,23.0,1500.0,0.0
407,23.0,1569.0,0.0
408,23.0,1721.0,0.0
409,23.0,1784.0,0.0
410,23.0,1834.0,0.0
411,23.0,1894.0,0.0
412,23.0,1945.0,0.0
413,23.0,1961.0,0.0
414,23.0,2023.0,0.0
415,23.0,2108.0,0.0
416,23.0,2116.0,0.0
417,23.0,2138.0,0.0
418,23.0,2243.0,0.0
419,23.0,2336.0,0.0
420,23.0,2353.0,0.0
421,23.0,2359.0,0.0
422,23.0,2395.0,0.0
423,23.0,2417.0,0.0
424,23.0,2431.0,0.0
425,23.0,2539.0,0.0
426,23.0,2611.0,0.0
427,23.0,2712.0,0.0
428,23.0,2915.0,0.0
429,23.0,3006.0,0.0
430,23.0,3068.0,0.0
431,24.0,2078.0,0.0
432,24.0,3623.0,0.0
433,25.0,36.0,0.0
434,25.0,300.0,0.0
435,25.0,316.0,0.0
436,25.0,380.0,0.0
437,25.0,428.0,0.0
438,25.0,432.0,0.0
439,26.0,296.0,0.0
440,26.0,780.0,0.0
441,26.0,1991.0,0.0
442,26.0,53322.0,0.0
443,26.0,72249.0,0.0
444,26.0,79132.0,0.0
445,27.0,110.0,0.0
446,27.0,356.0,0.0
447,27.0,1234.0,0.0
448,27.0,1240.0,0.0
449,27.0,2779.0,0.0
450,27.0,3263.0,0.0
451,27.0,3444.0,0.0
452,27.0,3494.0,0.0
453,28.0,924.0,0.0
454,28.0,1210.0,0.0
455,28.0,1214.0,0.0
456,28.0,2105.0,0.0
457,28.0,2407.0,0.0
458,28.0,2571.0,0.0
459,28.0,2770.0,0.0
460,28.0,3300.0,0.0
461,29.0,88.0,0.0
462,29.0,608.0,0.0
463,29.0,1619.0,0.0
464,29.0,2747.0,0.0
465,30.0,1291.0,0.0
466,30.0,2124.0,0.0
467,30.0,2987.0,0.0
468,30.0,5049.0,0.0
469,30.0,94777.0,0.0
470,31.0,32.0,0.0
471,31.0,161.0,0.0
472,31.0,253.0,0.0
473,31.0,288.0,0.0
474,31.0,345.0,0.0
475,31.0,474.0,0.0
476,31.0,527.0,0.0
477,31.0,595.0,0.0
478,31.0,788.0,0.0
479,31.0,912.0,0.0
480,31.0,1193.0,0.0
481,31.0,1225.0,0.0
482,31.0,1291.0,0.0
483,31.0,1339.0,0.0
484,31.0,1617.0,0.0
485,31.0,1693.0,0.0
486,31.0,2314.0,0.0
487,31.0,2710.0,0.0
488,31.0,2870.0,0.0
489,31.0,3004.0,0.0
490,31.0,3081.0,0.0
491,31.0,3107.0,0.0
492,31.0,3364.0,0.0
493,31.0,4419.0,0.0
494,31.0,4464.0,0.0
495,31.0,5049.0,0.0
496,31.0,5114.0,0.0
497,31.0,5151.0,0.0
498,31.0,6548.0,0.0
499,31.0,6874.0,0.0
500,31.0,7438.0,0.0
501,31.0,8949.0,0.0
502,31.0,45106.0,0.0
503,31.0,48394.0,0.0
504,31.0,50514.0,0.0
505,31.0,50802.0,0.0
506,31.0,51834.0,0.0
507,31.0,66665.0,0.0
508,32.0,344.0,0.0
509,32.0,377.0,0.0
510,32.0,434.0,0.0
511,33.0,356.0,0.0
512,34.0,110.0,0.0
513,34.0,1707.0,0.0
514,34.0,2739.0,0.0
515,35.0,150.0,0.0
516,35.0,480.0,0.0
517,35.0,4979.0,0.0
518,35.0,168326.0,0.0
519,36.0,7.0,0.0
520,36.0,260.0,0.0
521,36.0,265.0,0.0
522,36.0,364.0,0.0
523,36.0,454.0,0.0
524,36.0,539.0,0.0
525,36.0,733.0,0.0
526,37.0,110.0,0.0
527,37.0,593.0,0.0
528,37.0,1228.0,0.0
529,37.0,6711.0,0.0
530,37.0,68954.0,0.0
531,37.0,99114.0,0.0
532,37.0,112552.0,0.0
533,37.0,122882.0,0.0
534,37.0,134853.0,0.0
535,38.0,1089.0,0.0
536,38.0,1206.0,0.0
537,38.0,2393.0,0.0
538,38.0,2502.0,0.0
539,38.0,2858.0,0.0
540,38.0,3578.0,0.0
541,38.0,3980.0,0.0
542,38.0,4886.0,0.0
543,38.0,5459.0,0.0
544,38.0,6953.0,0.0
545,38.0,50872.0,0.0
546,38.0,52722.0,0.0
547,38.0,53125.0,0.0
548,38.0,54259.0,0.0
549,38.0,56757.0,0.0
550,38.0,60069.0,0.0
551,38.0,60074.0,0.0
552,38.0,63082.0,0.0
553,38.0,64839.0,0.0
554,38.0,80549.0,0.0
555,39.0,162.0,0.0
556,39.0,260.0,0.0
557,39.0,908.0,0.0
558,39.0,912.0,0.0
559,39.0,1095.0,0.0
560,39.0,2427.0,0.0
561,39.0,3267.0,0.0
562,40.0,383.0,0.0
563,40.0,1196.0,0.0
564,40.0,1198.0,0.0
565,40.0,1208.0,0.0
566,40.0,1266.0,0.0
567,40.0,1378.0,0.0
568,40.0,2028.0,0.0
569,40.0,2542.0,0.0
570,40.0,46578.0,0.0
571,40.0,48394.0,0.0
572,40.0,50068.0,0.0
573,40.0,59315.0,0.0
574,40.0,64839.0,0.0
575,41.0,163.0,0.0
576,41.0,368.0,0.0
577,41.0,555.0,0.0
578,41.0,858.0,0.0
579,41.0,886.0,0.0
580,41.0,1801.0,0.0
581,41.0,1912.0,0.0
582,41.0,2019.0,0.0
583,41.0,2366.0,0.0
584,41.0,2393.0,0.0
585,41.0,2447.0,0.0
586,41.0,2881.0,0.0
587,41.0,3005.0,0.0
588,42.0,2490.0,0.0
589,42.0,3256.0,0.0
590,43.0,17.0,0.0
591,43.0,47.0,0.0
592,43.0,253.0,0.0
593,43.0,293.0,0.0
594,43.0,357.0,0.0
595,43.0,586.0,0.0
596,43.0,741.0,0.0
597,43.0,838.0,0.0
598,43.0,1080.0,0.0
599,43.0,1089.0,0.0
600,43.0,1196.0,0.0
601,43.0,1197.0,0.0
602,43.0,1224.0,0.0
603,43.0,1225.0,0.0
604,43.0,1387.0,0.0
605,43.0,1517.0,0.0
606,43.0,1610.0,0.0
607,43.0,1639.0,0.0
608,43.0,2054.0,0.0
609,43.0,2115.0,0.0
610,43.0,2396.0,0.0
611,43.0,2968.0,0.0
612,43.0,3000.0,0.0
613,43.0,3052.0,0.0
614,43.0,3253.0,0.0
615,43.0,3552.0,0.0
616,43.0,4011.0,0.0
617,43.0,4085.0,0.0
618,43.0,4308.0,0.0
619,43.0,6078.0,0.0
620,43.0,6305.0,0.0
621,43.0,6365.0,0.0
622,43.0,6663.0,0.0
623,43.0,6669.0,0.0
624,43.0,7153.0,0.0
625,43.0,8638.0,0.0
626,43.0,8645.0,0.0
627,43.0,8966.0,0.0
628,43.0,27660.0,0.0
629,43.0,50601.0,0.0
630,44.0,87232.0,0.0
631,44.0,97752.0,0.0
632,44.0,97938.0,0.0
633,45.0,608.0,0.0
634,45.0,650.0,0.0
635,45.0,728.0,0.0
636,45.0,800.0,0.0
637,45.0,803.0,0.0
638,46.0,911.0,0.0
639,46.0,955.0,0.0
640,46.0,1200.0,0.0
641,46.0,1246.0,0.0
642,46.0,1247.0,0.0
643,46.0,1257.0,0.0
644,46.0,1301.0,0.0
645,46.0,1663.0,0.0
646,46.0,1673.0,0.0
647,46.0,1748.0,0.0
648,46.0,2407.0,0.0
649,46.0,3448.0,0.0
650,46.0,3727.0,0.0
651,46.0,6979.0,0.0
652,46.0,7366.0,0.0
653,46.0,7618.0,0.0
654,46.0,8492.0,0.0
655,47.0,52.0,0.0
656,47.0,111.0,0.0
657,47.0,162.0,0.0
658,47.0,205.0,0.0
659,47.0,249.0,0.0
660,47.0,318.0,0.0
661,47.0,613.0,0.0
662,47.0,805.0,0.0
663,48.0,39.0,0.0
664,48.0,47.0,0.0
665,48.0,95.0,0.0
666,48.0,608.0,0.0
667,49.0,317.0,0.0
668,49.0,377.0,0.0
669,50.0,31.0,0.0
670,50.0,593.0,0.0
671,50.0,2918.0,0.0
672,50.0,6539.0,0.0
673,50.0,7438.0,0.0
674,50.0,30707.0,0.0
675,50.0,44694.0,0.0
676,51.0,1.0,0.0
677,51.0,2858.0,0.0
678,52.0,2858.0,0.0
679,53.0,527.0,0.0
680,53.0,1136.0,0.0
681,53.0,6711.0,0.0
682,53.0,7669.0,0.0
683,54.0,47.0,0.0
684,54.0,1246.0,0.0
685,54.0,2699.0,0.0
686,54.0,3578.0,0.0
687,55.0,670.0,0.0
688,55.0,1199.0,0.0
689,55.0,3545.0,0.0
690,55.0,4226.0,0.0
691,55.0,96606.0,0.0
692,56.0,260.0,0.0
693,56.0,1270.0,0.0
694,56.0,3793.0,0.0
695,56.0,7153.0,0.0
696,57.0,101.0,0.0
697,57.0,216.0,0.0
698,57.0,337.0,0.0
699,57.0,588.0,0.0
700,57.0,1073.0,0.0
701,57.0,1203.0,0.0
702,57.0,1584.0,0.0
703,57.0,2375.0,0.0
704,57.0,2541.0,0.0
705,57.0,2716.0,0.0
706,57.0,2997.0,0.0
707,57.0,3477.0,0.0
708,57.0,4545.0,0.0
709,57.0,4649.0,0.0
710,57.0,4873.0,0.0
711,57.0,4973.0,0.0
712,57.0,4975.0,0.0
713,57.0,4995.0,0.0
714,57.0,5349.0,0.0
715,57.0,5378.0,0.0
716,57.0,5445.0,0.0
717,57.0,5816.0,0.0
718,57.0,6288.0,0.0
719,57.0,7153.0,0.0
720,57.0,7701.0,0.0
721,57.0,8665.0,0.0
722,57.0,9010.0,0.0
723,57.0,31878.0,0.0
724,57.0,34319.0,0.0
725,57.0,34534.0,0.0
726,57.0,37741.0,0.0
727,57.0,46970.0,0.0
728,57.0,51694.0,0.0
729,57.0,52973.0,0.0
730,57.0,54503.0,0.0
731,57.0,56286.0,0.0
732,57.0,56782.0,0.0
733,57.0,57368.0,0.0
734,57.0,58998.0,0.0
735,57.0,59022.0,0.0
736,57.0,59387.0,0.0
737,57.0,59519.0,0.0
738,58.0,800.0,0.0
739,58.0,1080.0,0.0
740,58.0,1207.0,0.0
741,58.0,2302.0,0.0
742,58.0,2522.0,0.0
743,58.0,2792.0,0.0
744,58.0,3152.0,0.0
745,58.0,4464.0,0.0
746,59.0,342.0,0.0
747,59.0,350.0,0.0
748,59.0,357.0,0.0
749,59.0,588.0,0.0
750,59.0,593.0,0.0
751,59.0,720.0,0.0
752,59.0,1097.0,0.0
753,59.0,1196.0,0.0
754,59.0,1224.0,0.0
755,59.0,1247.0,0.0
756,59.0,1267.0,0.0
757,59.0,1282.0,0.0
758,59.0,1288.0,0.0
759,59.0,1299.0,0.0
760,59.0,1947.0,0.0
761,59.0,1968.0,0.0
762,59.0,2028.0,0.0
763,59.0,2321.0,0.0
764,59.0,2371.0,0.0
765,59.0,2762.0,0.0
766,59.0,2819.0,0.0
767,59.0,3169.0,0.0
768,59.0,3175.0,0.0
769,59.0,3451.0,0.0
770,59.0,3471.0,0.0
771,59.0,3516.0,0.0
772,59.0,3751.0,0.0
773,59.0,4178.0,0.0
774,59.0,4306.0,0.0
775,59.0,4787.0,0.0
776,59.0,4973.0,0.0
777,59.0,5064.0,0.0
778,59.0,5500.0,0.0
779,59.0,5646.0,0.0
780,59.0,5765.0,0.0
781,59.0,6639.0,0.0
782,59.0,7045.0,0.0
783,59.0,7046.0,0.0
784,59.0,7123.0,0.0
785,59.0,7569.0,0.0
786,59.0,8015.0,0.0
787,59.0,8191.0,0.0
788,59.0,8879.0,0.0
789,60.0,1264.0,0.0
790,60.0,2725.0,0.0
791,60.0,2918.0,0.0
792,61.0,5.0,0.0
793,61.0,31.0,0.0
794,61.0,69.0,0.0
795,61.0,344.0,0.0
796,61.0,529.0,0.0
797,61.0,536.0,0.0
798,61.0,597.0,0.0
799,61.0,858.0,0.0
800,61.0,915.0,0.0
801,61.0,1022.0,0.0
802,61.0,1197.0,0.0
803,61.0,1198.0,0.0
804,61.0,1380.0,0.0
805,61.0,1391.0,0.0
806,61.0,1602.0,0.0
807,61.0,1753.0,0.0
808,61.0,1898.0,0.0
809,61.0,1907.0,0.0
810,61.0,1950.0,0.0
811,61.0,2028.0,0.0
812,61.0,2096.0,0.0
813,61.0,2141.0,0.0
814,61.0,2153.0,0.0
815,61.0,2490.0,0.0
816,61.0,2529.0,0.0
817,61.0,2563.0,0.0
818,61.0,2568.0,0.0
819,61.0,2863.0,0.0
820,61.0,3285.0,0.0
821,61.0,3480.0,0.0
822,61.0,4041.0,0.0
823,62.0,1263.0,0.0
824,62.0,3147.0,0.0
825,62.0,3252.0,0.0
826,62.0,3275.0,0.0
827,62.0,4011.0,0.0
828,62.0,4776.0,0.0
829,62.0,4967.0,0.0
830,62.0,6890.0,0.0
831,62.0,7293.0,0.0
832,62.0,7976.0,0.0
833,62.0,8917.0,0.0
834,62.0,27816.0,0.0
835,62.0,30707.0,0.0
836,62.0,37382.0,0.0
837,62.0,39183.0,0.0
838,62.0,47099.0,0.0
839,62.0,49276.0,0.0
840,62.0,54997.0,0.0
841,62.0,55247.0,0.0
842,62.0,62250.0,0.0
843,62.0,63082.0,0.0
844,63.0,4447.0,0.0
845,63.0,68135.0,0.0
846,63.0,78772.0,0.0
847,63.0,88163.0,0.0
848,64.0,54286.0,0.0
849,64.0,81847.0,0.0
850,64.0,116797.0,0.0
851,64.0,122882.0,0.0
852,65.0,318.0,0.0
853,65.0,114662.0,0.0
854,65.0,122882.0,0.0
855,66.0,10.0,0.0
856,66.0,552.0,0.0
857,66.0,920.0,0.0
858,66.0,1997.0,0.0
859,66.0,2321.0,0.0
860,66.0,4015.0,0.0
861,66.0,4643.0,0.0
862,66.0,7147.0,0.0
863,66.0,8665.0,0.0
864,67.0,170.0,0.0
865,67.0,366.0,0.0
866,67.0,377.0,0.0
867,67.0,596.0,0.0
868,67.0,1377.0,0.0
869,67.0,1562.0,0.0
870,67.0,1920.0,0.0
871,67.0,1967.0,0.0
872,67.0,2081.0,0.0
873,67.0,2096.0,0.0
874,67.0,2123.0,0.0
875,67.0,2137.0,0.0
876,67.0,2193.0,0.0
877,67.0,2291.0,0.0
878,68.0,4878.0,0.0
879,68.0,4973.0,0.0
880,68.0,44191.0,0.0
881,68.0,46098.0,0.0
882,68.0,51662.0,0.0
883,68.0,91529.0,0.0
884,68.0,130992.0,0.0
885,68.0,143969.0,0.0
886,69.0,18.0,0.0
887,69.0,356.0,0.0
888,69.0,434.0,0.0
889,69.0,780.0,0.0
890,69.0,1090.0,0.0
891,69.0,1196.0,0.0
892,69.0,1291.0,0.0
893,69.0,1356.0,0.0
894,69.0,2683.0,0.0
895,69.0,2997.0,0.0
896,69.0,4027.0,0.0
897,69.0,4973.0,0.0
898,69.0,5418.0,0.0
899,69.0,5989.0,0.0
900,69.0,44191.0,0.0
901,70.0,260.0,0.0
902,70.0,780.0,0.0
903,70.0,920.0,0.0
904,70.0,1036.0,0.0
905,70.0,1197.0,0.0
906,70.0,1214.0,0.0
907,70.0,1228.0,0.0
908,70.0,1393.0,0.0
909,70.0,1704.0,0.0
910,70.0,1923.0,0.0
911,70.0,2115.0,0.0
912,70.0,2706.0,0.0
913,70.0,2997.0,0.0
914,70.0,3448.0,0.0
915,70.0,4993.0,0.0
916,70.0,26333.0,0.0
917,70.0,26345.0,0.0
918,70.0,36517.0,0.0
919,70.0,48394.0,0.0
920,70.0,69849.0,0.0
921,71.0,590.0,0.0
922,71.0,1196.0,0.0
923,71.0,79132.0,0.0
924,71.0,86833.0,0.0
925,72.0,7.0,0.0
926,72.0,151.0,0.0
927,72.0,236.0,0.0
928,72.0,256.0,0.0
929,72.0,281.0,0.0
930,72.0,337.0,0.0
931,72.0,345.0,0.0
932,72.0,349.0,0.0
933,72.0,436.0,0.0
934,72.0,471.0,0.0
935,72.0,506.0,0.0
936,72.0,587.0,0.0
937,72.0,913.0,0.0
938,72.0,937.0,0.0
939,72.0,967.0,0.0
940,72.0,1042.0,0.0
941,72.0,1206.0,0.0
942,72.0,1240.0,0.0
943,72.0,1254.0,0.0
944,72.0,1271.0,0.0
945,72.0,1276.0,0.0
