,userId,movieId,rating,timestamp
4597,31,357,2.5,1256230001
2759,13,55820,4.5,1279572727
17,1,2573,4.0,1147878923
4513,29,2771,4.0,1340067801
740,3,83613,3.5,1484755918
1282,7,58,5.0,835444970
9019,70,56367,4.5,1255209394
2292,12,5339,3.5,1250760423
10762,80,253,1.0,993444284
3937,23,514,5.0,943135696
857,3,117533,4.0,1439475246
491,3,6870,4.5,1566089815
5292,38,1197,2.5,1349689855
3751,21,3300,4.0,1456285007
957,4,3827,3.0,1573940152
3496,19,64839,3.0,1446297930
3730,20,6652,3.5,1061998278
10218,75,5349,3.0,1537208066
11531,84,2628,2.0,1481638478
7801,61,34,4.0,986604050
681,3,66097,4.0,1439473449
1064,4,91542,3.0,1573939844
7962,61,1911,3.0,986602248
3904,23,296,5.0,942964550
3527,19,83525,3.5,1445286807
7450,59,1032,3.5,1111477056
7811,61,180,4.0,986609615
5212,37,97,4.5,1456485407
2120,12,2762,4.0,1167582225
9590,72,2375,4.0,980651737
3198,18,8589,0.5,1108275600
11335,82,5505,3.0,1437242345
989,4,8874,4.0,1573938641
6712,50,4367,5.0,1402505781
2941,15,2640,2.0,946012403
9617,72,2469,3.0,980651521
11810,85,344,1.0,844550343
664,3,61160,4.0,1439474953
5088,35,97304,4.0,1508851321
3939,23,524,4.0,942965465
1935,12,1269,3.5,1266935213
4848,31,5960,2.0,1256226928
2667,13,7445,4.5,1238094790
1425,8,1370,4.0,890509586
6831,54,2302,3.5,1134594655
4356,26,356,3.0,1280515793
8250,62,47200,4.0,1229438353
832,3,110730,4.0,1484755610
4033,23,1292,4.0,942968179
4445,27,5060,5.0,974513398
2260,12,4135,2.5,1119355778
8066,61,3248,3.0,986603377
6516,46,7419,3.0,1248365994
905,3,176371,4.5,1566090291
5536,39,2019,4.0,1395455479
9378,72,1393,4.0,980795843
10913,80,1562,1.0,993230845
8274,62,51312,4.0,1234187090
3908,23,348,4.0,942968179
4779,31,3736,3.0,1256225968
10311,75,68159,4.0,1537219432
13062,98,5066,3.0,1450046764
9665,72,2734,4.0,982621538
530,3,8861,3.5,1566090480
13161,98,145491,3.5,1450047615
2383,12,34072,4.0,1159805441
5454,38,45186,2.5,1417644594
11270,82,589,1.5,1437245828
344,3,3755,3.0,1566089804
9995,75,736,4.0,1537207939
9735,72,3175,3.0,980644841
10575,76,81591,3.5,1323568177
5279,38,296,4.5,1417643625
8905,70,1380,1.5,1255205424
3073,18,780,4.0,1108273477
10590,77,62,3.0,832021926
12857,95,106782,4.5,1510439834
4543,30,2803,3.5,1488511893
8121,62,1080,4.5,1148504040
12238,90,58,4.0,863538120
5921,43,720,3.5,1169598604
10949,80,1792,3.0,993231920
6049,43,2571,4.0,1169595838
9027,70,71302,2.0,1255209018
7863,61,901,5.0,986605123
12487,92,6377,4.0,1150129404
6525,46,8970,3.5,1248367836
7115,57,6373,4.0,1142438150
5762,41,2288,3.0,944572454
10132,75,2581,2.5,1537209448
8438,66,1,3.0,1138600903
8898,70,1252,3.5,1255205899
5566,40,785,4.0,1240754175
3991,23,1120,4.0,942965566
12034,88,3005,4.0,1397607257
9206,72,593,5.0,980653282
13202,99,1682,5.0,1511720044
12227,89,6377,2.5,1266620928
12733,95,2691,4.0,1511480583
12946,96,112175,5.0,1443313898
995,4,38038,3.5,1573938552
13104,98,71264,4.0,1450047182
2815,13,71535,4.0,1261297161
9743,72,3244,3.0,980801858
5193,36,1210,5.0,858776192
9906,73,765,5.0,857830146
195,2,4535,3.0,1141417024
6010,43,1748,3.5,1170848632
9801,72,3535,2.0,980622940
5492,38,66934,3.0,1349689972
5113,36,144,3.0,839928285
12726,95,1927,5.0,1511480583
401,3,4866,4.0,1439474237
2748,13,53953,4.0,1278602467
6720,50,6874,5.0,1402504281
6281,44,2571,5.0,1489523182
12089,89,708,3.0,1266621071
9488,72,1974,2.0,980623424
5171,36,609,2.0,839926948
8001,61,2306,3.0,986605404
6082,43,3108,3.5,1170849591
12385,91,107069,4.0,1390606454
8187,62,7143,4.0,1202807545
9671,72,2763,4.0,980642448
7127,57,6953,4.5,1142398682
372,3,4034,4.0,1566089779
4127,23,2146,3.0,942969900
4849,31,5989,2.0,1256230117
1015,4,54286,3.5,1573938382
8474,66,1923,4.5,1138600966
12797,95,51412,1.5,1510445837
3664,20,317,2.5,1062004165
9084,72,72,3.0,980796149
10943,80,1747,3.0,993326761
5729,41,1722,4.0,944574075
5927,43,750,2.5,1169597965
7661,59,5055,3.0,1111477455
10751,80,160,2.0,993231363
3540,19,90057,4.0,1457217543
7982,61,2080,4.0,986605670
12777,95,8368,4.5,1510350682
6890,55,96829,4.5,1394135273
5467,38,53123,3.5,1417644821
233,2,7624,3.5,1141417410
5886,43,318,5.0,1169595841
2083,12,2413,4.5,1119354843
7395,59,249,3.5,1111475489
7434,59,899,3.5,1111475870
7300,58,1084,5.0,1337199983
5625,40,48780,4.0,1240756666
3291,19,2997,4.5,1452516786
2079,12,2393,3.0,1040142316
5084,35,80166,3.5,1511296451
3485,19,59784,3.5,1445875051
4635,31,926,3.5,1256226221
4262,25,19,3.0,836217035
2270,12,4529,4.5,1129284284
3023,18,19,4.0,1108273248
13068,98,6724,4.0,1450047657
10125,75,2470,3.0,1537208856
9571,72,2291,4.0,980795902
3081,18,1094,1.0,1108271100
5635,40,64614,5.0,1240754372
6018,43,1968,4.5,1169599043
10258,75,39183,3.5,1537218213
3787,21,55908,5.0,1456284802
7341,58,2015,4.0,1337181291
7854,61,709,4.0,986610037
8954,70,3793,2.5,1255209344
412,3,4995,4.0,1439472659
5019,34,26,3.0,1317760863
3202,18,26375,2.0,1108275567
5309,38,1876,3.5,1349689547
336,3,3578,4.5,1439472619
10779,80,353,3.0,993231744
10202,75,4308,4.0,1537218008
1268,6,1198,5.0,945143358
12778,95,8529,4.0,1511480583
4905,31,34048,2.0,1256230473
9991,75,597,4.0,1537207951
1160,5,95,3.0,858627936
1200,5,441,4.0,858628093
1672,10,2944,3.0,1227570879
4811,31,4393,2.5,1256226507
12250,90,708,4.0,863538120
3363,19,6534,2.5,1445875072
9596,72,2389,3.0,981061199
10583,76,89090,4.5,1341190924
11452,83,3160,4.0,1059511047
12613,93,108932,4.0,1496530328
201,2,4896,5.0,1141416646
122,2,1431,3.0,1141416190
5678,41,786,3.0,944573951
679,3,65514,4.0,1566090675
8680,68,113240,4.0,1472113264
5086,35,86882,3.5,1511296273
3961,23,805,4.0,942965496
7900,61,1210,5.0,986596077
7037,57,3160,4.5,1142398550
8750,69,2422,2.0,1242574350
8501,66,4639,2.0,1138601625
9106,72,193,1.0,980798803
2189,12,3392,1.0,985369650
11409,82,74458,1.5,1437242572
2167,12,3210,4.0,963590639
1927,12,1246,4.0,940860466
1353,8,377,5.0,890489615
3339,19,5459,2.5,1445874349
5172,36,631,2.0,839926938
10,1,1260,3.5,1147877857
360,3,3991,2.0,1439474120
3768,21,6934,4.0,1456284970
12642,94,230,5.0,845105809
9975,75,457,4.0,1537207731
9173,72,481,4.0,984169091
994,4,34405,3.5,1573938275
13264,100,765,2.0,862168706
963,4,4974,4.0,1573941070
5965,43,1240,3.5,1170491960
6123,43,4306,4.5,1169595883
7332,58,1304,5.0,1337199992
1970,12,1487,2.5,1119355421
11923,86,1954,4.0,945668836
1157,5,47,5.0,833146729
6367,45,799,3.0,839540668
2307,12,5669,4.0,1037913296
8831,69,64614,4.5,1242577912
11741,84,112290,4.0,1481830470
118,2,1356,5.0,1141417272
2484,13,551,4.5,1300410589
3037,18,288,1.0,1108273672
11323,82,4306,3.5,1437242547
11311,82,3451,2.5,1437242284
3281,19,2411,3.5,1452952776
9749,72,3256,4.0,980803330
4467,28,1270,4.0,951086074
10818,80,543,1.0,993233022
2914,15,1265,5.0,946013833
11348,82,6537,2.0,1437302271
12602,93,83134,4.0,1496530786
2375,12,33004,4.0,1167582393
2165,12,3174,2.0,1119355637
796,3,102125,4.0,1439474937
9930,74,356,4.0,846866340
3597,19,109633,4.5,1445286801
3054,18,480,4.0,1108273434
2657,13,7004,2.5,1278461673
10892,80,1382,2.0,993232028
7615,59,3873,3.0,1111477128
11122,80,3418,2.0,993231460
12945,96,111921,5.0,1443313711
11628,84,37741,3.5,1481830314
11727,84,97860,3.0,1481830436
578,3,40583,4.0,1453904175
2161,12,3089,3.5,1209114592
8517,67,1,3.0,975661584
429,3,5388,3.5,1439473036
1863,12,908,4.5,1261141492
8883,70,1193,4.0,1255205886
4904,31,33836,1.5,1256227429
11001,80,2302,2.0,993232807
8212,62,32587,4.0,1148504880
7463,59,1186,3.0,1111567305
8953,70,3578,4.0,1255209212
5030,34,1213,3.0,1317762321
6478,46,3578,3.5,1248368112
3351,19,5971,5.0,1445258961
6310,44,87430,5.0,1489523374
10671,78,50872,3.5,1498275939
8338,63,93510,4.0,1571171838
10745,80,110,3.0,993231496
8443,66,62,4.5,1138601284
12667,94,500,3.0,845105643
3245,19,1258,3.5,1445286533
8126,62,1221,5.0,1148504720
3733,20,6662,4.5,1061998239
801,3,102880,3.0,1439474833
8599,67,2087,2.0,975661757
12449,92,1954,4.5,1150129478
12435,92,1196,5.0,1150129516
12118,89,1200,3.0,1266620498
2046,12,2112,4.0,940766680
4442,27,3681,3.0,974257408
5305,38,1396,3.0,1349689570
5306,38,1479,3.0,1349689665
11539,84,3000,3.5,1481637892
847,3,114180,3.5,1484755546
7318,58,1262,4.0,1337200167
10399,75,166461,3.5,1537258028
768,3,91529,4.0,1492785556
11038,80,2628,4.0,993229725
4150,23,2340,3.0,944186162
3924,23,454,4.0,942969678
5677,41,780,5.0,944572627
10679,78,74789,3.5,1498275995
7221,57,50872,4.5,1186719858
10668,78,47099,3.5,1498276098
11410,82,79132,1.5,1437242587
11439,83,1343,4.0,1059511007
268,3,480,2.0,1439472219
10708,79,223,4.0,828708507
6086,43,3213,3.5,1170849540
7505,59,1356,3.5,1111567286
5811,41,2763,4.0,944571541
12035,88,3082,4.5,1397607211
13093,98,60397,4.0,1450047450
4808,31,4306,2.0,1256229414
12481,92,4616,4.0,1150129439
1528,9,858,3.0,859382278
6763,52,2126,3.0,1298355445
12025,88,1198,4.0,1397607448
248,2,33660,5.0,1141416970
7883,61,1027,4.0,986611511
2903,15,608,5.0,946013314
1823,12,538,4.0,940767321
3307,19,3967,3.5,1446298302
5343,38,4022,4.0,1417644001
3960,23,800,4.0,942964550
12391,91,110433,4.5,1490008609
1216,5,671,5.0,858625838
8040,61,2804,4.0,986604503
5569,40,1047,4.0,1240754202
6036,43,2268,3.5,1170493737
864,3,122906,4.0,1566090558
7967,61,1959,3.0,986602424
2949,15,2815,2.0,946013004
13083,98,40815,2.0,1450046856
4424,27,2194,2.0,974513650
502,3,7154,4.0,1439473932
10029,75,1188,3.5,1537209557
13269,100,800,4.0,862168835
9361,72,1334,2.0,980557750
1057,4,87520,1.0,1573937315
3877,23,52,4.0,942969679
12378,91,106438,5.0,1421184788
3667,20,367,4.0,1062004121
6771,52,3100,4.0,1298355415
12356,91,96432,4.0,1385853270
4772,31,3481,2.0,1256230129
3335,19,5218,3.0,1445874869
5511,38,91529,3.5,1417643738
7899,61,1206,3.0,986604550
8430,65,139385,5.0,1473433137
5692,41,1198,5.0,944572059
11096,80,3148,3.0,993326788
6311,44,88140,5.0,1489523233
2930,15,1968,4.0,946014178
170,2,2918,4.5,1141417214
286,3,1200,4.0,1439474650
12744,95,3310,4.0,1511480583
7001,57,2012,4.5,1142402904
3126,18,2006,3.5,1108275184
5203,36,1376,5.0,867749420
10593,77,158,3.0,832021910
5285,38,745,3.0,1349689795
6653,49,587,5.0,840651003
5028,34,1021,4.0,1317760775
2429,12,60950,4.5,1235747989
12243,90,103,3.0,863538444
3052,18,434,0.5,1108273630
2017,12,1947,3.0,940875336
2999,17,77561,4.0,1485581591
6085,43,3198,3.5,1170847510
3219,19,588,2.5,1450544684
11646,84,48082,4.0,1481829154
11596,84,7934,4.5,1481829407
945,4,2951,3.5,1573944499
8652,68,3949,4.0,1472117296
11733,84,106452,4.5,1481830572
656,3,60069,4.0,1439472729
388,3,4368,2.0,1439474032
3702,20,2948,4.5,1062003853
5982,43,1307,4.0,1170492880
3717,20,4896,4.5,1062004061
10980,80,2058,4.0,993231597
7055,57,3949,4.5,1142398742
5582,40,1245,3.5,1240756838
6352,45,661,3.0,839540493
5827,41,2993,4.0,944573108
9516,72,2084,3.0,980794558
7364,58,5902,4.0,1337181363
1753,12,203,2.5,1167744421
7523,59,1927,3.0,1111476348
5070,35,3916,4.5,1511296197
5078,35,45501,4.0,1511296398
8041,61,2805,4.0,986602382
1745,12,160,2.0,940802491
4529,30,377,1.5,1488511608
10403,75,185029,4.5,1537344468
4145,23,2310,5.0,942965781
10766,80,293,3.0,993230520
7491,59,1266,4.0,1111475145
8032,61,2664,5.0,986605523
7411,59,480,4.0,1111567723
10279,75,49530,3.5,1537218075
11095,80,3147,3.0,993325613
12466,92,3098,4.0,1150129222
6147,43,5464,3.5,1170494368
10045,75,1259,3.0,1537208270
5922,43,724,2.5,1169595380
8752,69,2571,5.0,1242577965
3078,18,924,3.0,1108273765
8494,66,3969,4.0,1138601708
9198,72,556,4.0,980653046
10803,80,464,3.0,993230720
5603,40,3256,3.5,1240754216
7281,58,376,3.0,1337180057
9413,72,1597,4.0,980642717
8993,70,7460,2.5,1255205074
5438,38,33004,2.5,1417644260
5175,36,698,4.0,868532384
6214,43,26509,3.0,1170492034
9363,72,1342,4.0,980622798
2372,12,31435,4.0,1149092418
11475,84,508,3.5,1481829707
3918,23,413,3.0,943135946
7152,57,8917,4.0,1142530449
13258,100,671,3.0,862168643
11658,84,57669,4.5,1481629922
4408,27,1231,5.0,974512992
820,3,106782,4.5,1439473659
7352,58,3035,4.0,1337200069
9942,75,17,4.5,1537208282
9864,72,4041,4.0,980558130
3383,19,7438,3.5,1445874778
13181,99,1136,3.5,1511720950
6153,43,5679,3.0,1170493876
3124,18,1968,4.0,1108273789
12885,95,162578,4.5,1511480582
3948,23,589,2.0,942968760
2227,12,3831,2.0,968256087
3630,19,130644,4.0,1450544888
11838,85,647,4.0,844551220
3921,23,440,4.0,943135882
12911,96,58559,2.0,1443313405
12382,91,106916,3.5,1388878337
1931,12,1259,5.0,940857597
12468,92,3408,4.0,1150128955
7376,58,54997,4.0,1337181064
2452,13,32,4.0,1237970045
10726,80,21,3.0,993231527
11108,80,3256,3.0,993231632
2152,12,3020,4.0,964631159
4221,23,3052,3.0,943136005
12477,92,4007,4.5,1150129529
3543,19,90866,4.0,1448316159
10179,75,3551,3.5,1537466642
12754,95,4226,4.0,1510324473
11688,84,74677,3.0,1481830712
5206,36,1396,4.0,867952196
6071,43,2951,4.0,1170494136
1052,4,86332,2.0,1573941635
809,3,103772,3.5,1484755711
8152,62,3948,3.0,1148504164
12496,92,8958,4.5,1150129570
9857,72,4007,3.0,980797162
6481,46,3724,2.5,1248367215
1030,4,72226,4.0,1573938863
3320,19,4368,1.0,1446298851
11327,82,4971,3.5,1437242421
4372,26,2161,3.5,1280513623
7466,59,1197,4.0,1111475532
3945,23,541,4.0,942967473
6121,43,4226,4.0,1169596778
2619,13,5110,4.0,1278462484
6131,43,4896,3.0,1170491767
6025,43,2028,4.0,1170491407
391,3,4388,3.0,1439473379
12471,92,3508,4.0,1150129230
8799,69,6537,2.0,1242634210
5226,37,2329,4.5,1456485108
1137,4,174055,5.0,1573938041
11737,84,109487,3.0,1481832261
10364,75,98203,2.5,1537219453
1351,8,358,4.0,890489996
6068,43,2918,4.0,1170492805
10241,75,8533,2.5,1537209542
3897,23,236,3.0,943135762
12849,95,101962,4.0,1510324566
5006,33,1221,5.0,1552804450
12866,95,114935,4.0,1511480583
7363,58,5404,4.0,1337181200
11390,82,55442,5.0,1437243483
4156,23,2370,4.0,944185941
9194,72,550,3.0,980802076
5969,43,1259,3.5,1170493533
7762,60,2075,3.0,939583677
4168,23,2418,4.0,944185880
779,3,94864,4.0,1439473782
758,3,88125,3.5,1566091623
5394,38,6296,2.5,1417644600
3605,19,112552,5.0,1445259137
10655,78,4878,4.5,1498275753
6109,43,3948,3.0,1170492673
1515,9,589,3.0,859383172
11334,82,5477,4.0,1437241620
9011,70,45722,2.0,1255215026
7051,57,3882,1.5,1142441075
9086,72,78,4.0,980797547
4552,30,4995,3.0,1488511227
13141,98,108932,4.5,1450048007
1153,5,19,4.0,830786345
4550,30,4523,5.0,1488510985
3350,19,5956,3.0,1447372630
5796,41,2617,5.0,944571707
3715,20,4306,4.0,1061998084
8935,70,2628,1.0,1255209247
4967,32,47,4.0,839020506
4644,31,1092,2.5,1256227035
3868,23,14,2.0,942969035
5240,37,7361,5.0,1456485233
3799,21,68237,5.0,1456284498
5412,38,7160,4.0,1417644525
6605,47,1269,3.0,855267710
1493,9,420,4.0,859383247
4270,25,110,5.0,836217016
4415,27,1378,3.0,974257277
10385,75,112552,4.0,1537209257
1232,5,1093,3.0,858626941
11067,80,2858,4.0,993232265
10837,80,762,2.0,993230845
7048,57,3671,4.0,1142398571
7202,57,45431,4.0,1148522637
9422,72,1639,3.0,980796368
4470,28,1407,5.0,951086728
3122,18,1917,3.5,1108273306
13000,97,3408,3.5,1076271407
10465,76,4011,4.0,1285220037
6805,53,5377,5.0,1459571203
4460,28,1196,5.0,951086359
5136,36,339,3.0,834412822
13127,98,94325,3.5,1450046754
10228,75,6281,3.5,1537209776
1759,12,235,4.0,1167582450
8110,62,145,4.0,1148504170
4935,31,54503,1.0,1256230511
9961,75,342,2.5,1537208969
3647,19,142452,4.0,1450546185
11386,82,50872,3.0,1437241792
9334,72,1258,3.0,980558032
1322,8,103,2.0,890510793
4095,23,1918,3.0,942965496
8932,70,2391,4.5,1255204242
7209,57,46965,2.0,1160460999
7458,59,1104,3.5,1111476469
4008,23,1207,5.0,942966731
2285,12,5008,4.0,1183550239
12785,95,26796,4.5,1511480583
11973,86,2816,1.0,945461183
4840,31,5618,1.5,1256230492
13274,100,858,4.0,862168607
12703,95,930,4.0,1511480583
8426,65,135532,5.0,1473433234
2742,13,52973,4.0,1320265623
5821,41,2951,4.0,944572005
916,4,924,4.0,1573942880
5933,43,914,3.0,1169595048
10362,75,97921,3.5,1537209536
2772,13,59369,4.0,1238017425
5510,38,90866,3.0,1417645067
11205,80,4228,3.0,993230062
7480,59,1222,3.0,1111475710
3836,21,130634,3.5,1456284567
6100,43,3578,4.0,1169596261
1219,5,778,5.0,858625837
6207,43,8874,3.5,1170493244
8183,62,6807,3.5,1149623257
5841,42,589,4.0,956935458
1192,5,350,5.0,831900487
6386,46,610,4.5,1248364892
4660,31,1230,2.0,1256226492
5150,36,474,4.0,839928559
8335,63,86833,3.0,1571171923
10804,80,466,1.0,993326184
13219,99,4226,4.0,1511720360
10071,75,1573,2.5,1537208358
11580,84,6350,4.5,1481829191
9310,72,1201,4.0,980642320
11764,84,164917,3.5,1483472107
5867,43,50,5.0,1169597021
4273,25,150,4.0,836216899
10598,77,236,3.0,832021775
6410,46,1214,3.5,1248366032
13207,99,2019,2.0,1511720516
7057,57,3977,0.5,1142398449
1441,8,1597,4.0,890511034
2719,13,44191,4.5,1237970667
7720,59,7766,3.5,1111476289
8023,61,2571,5.0,986609745
10165,75,3101,2.5,1537208953
427,3,5377,3.0,1439472848
1035,4,76093,2.0,1573938675
2052,12,2145,4.0,963591256
12675,94,590,4.0,845105489
3201,18,8827,4.0,1108274131
11763,84,162414,3.5,1495399604
4347,26,1,3.0,1280515839
31,1,5269,0.5,1147879571
10507,76,34405,4.0,1191102860
4643,31,1089,2.0,1256230236
11249,81,1687,3.5,1371051538
6034,43,2144,3.5,1170849772
12409,91,117881,3.5,1466253849
5009,33,2324,4.0,1552804437
7096,57,5507,0.5,1142403556
12233,90,5,3.0,863538081
4139,23,2268,5.0,942965204
6083,43,3147,4.5,1169598873
2424,12,56367,4.0,1224581396
4286,25,223,1.0,836217402
4719,31,2353,2.5,1256230381
2636,13,5952,4.5,1237970978
5164,36,588,4.0,839928725
1194,5,364,4.0,831900357
3826,21,112556,4.0,1456285486
12028,88,1687,4.5,1397607338
1688,10,53000,4.0,1227571143
4977,32,356,5.0,839020422
8715,69,593,5.0,1242591842
12123,89,1220,4.0,1266620864
2373,12,32291,3.5,1167573687
3443,19,37729,3.0,1445875104
4678,31,1459,3.5,1256225938
6246,43,45447,2.5,1170494041
1699,11,2858,2.5,1208039199
9905,73,762,1.0,857829861
9565,72,2278,3.0,980642495
10297,75,58559,3.0,1537217939
9379,72,1394,4.0,980646587
12914,96,67087,5.0,1443313709
535,3,8965,4.0,1439474142
2315,12,5994,3.0,1167743361
6498,46,5418,3.5,1248366701
8933,70,2469,2.0,1255204488
9319,72,1221,5.0,980641877
12275,91,1719,3.0,1414932592
9764,72,3300,4.0,985287563
9399,72,1541,2.0,980650360
5024,34,455,2.5,1317762586
7436,59,904,3.5,1111476516
2460,13,141,4.5,1238029903
6141,43,5299,3.5,1170492847
9222,72,708,3.0,980650303
753,3,87232,4.0,1439473307
7173,57,33004,4.0,1142402676
8176,62,5956,4.0,1229437711
1747,12,165,4.0,1167582469
2246,12,4027,4.0,1209114655
9640,72,2598,4.0,980651889
3907,23,319,4.0,942969062
2051,12,2144,4.5,1060011766
9223,72,719,3.0,980651910
11521,84,2019,3.0,1481829589
8050,61,2959,5.0,986602287
6994,57,1909,4.5,1142398511
10185,75,3751,3.0,1537208422
